ReviewText;Review;ReviewLength;PlayHours;DatePosted
Incredible game, an all time favorite! 300+ hours across 2 consoles and PC! Well worth the money!;Recommended;81;38.6;03-28-2024
its amazing the best game i have ever played i can recommend it enough;Recommended;57;436.9;03-28-2024
Product received for freetry fingersbut hole;Recommended;39;27.0;03-28-2024
Yes;Recommended;3;7.0;03-28-2024
i hate the scary space worm with the scary face.;Recommended;39;122.7;03-28-2024
Elden Ring made me stop playing halfway because towards the late game it was getting a little too brutal, BUT WE DONT BACK DOWN AND WE NEVER GIVE UP AND WE BEAT IT 2 MORE TIMES BECAUSE THIS IS GOTY. I always say the souls games get better the more you replay them. So if you read this, get a new character and your dragon smithing stones ready the the shadow of the erdtree.I be Mohging all the way to the erdtree, first play through was a grim reaper black flame scythe build (made for a strength play-style but with a focus on dexterity). The frenzied flame incantations are the best edition to the souls magic system and was the core of my NG+ play through. Lazers shooting out your eyes and morgotts cursed sword were stat hungry tools but lvl 155 allowed for a hybrid build that leaves scorched earth in a wake. The 3rd play through I finally got around to using my favorite archetype of weapon, the colossal swords. Worked in most of them to deal with different areas and bosses but the real hero was actually working the grafted dragon first to the off hand to roll catch and get safe hits on bosses. The mimic tear spirit ashes is for noobs. So I used the Jellyfish and the stormhawk. Intelligence and the way of fists are gonna be the next play through.;Recommended;1026;256.0;03-28-2024
10/10 MY LORD;Recommended;11;75.4;03-28-2024
crazy and challenging ARPG;Recommended;23;50.3;03-28-2024
Maidenless wretch.;Recommended;17;90.8;03-28-2024
Could this be a review ?;Recommended;19;56.7;03-28-2024
Fun;Recommended;3;138.1;03-28-2024
pretty cool;Recommended;10;167.7;03-28-2024
<3;Recommended;2;81.6;03-28-2024
Great exploration game, impressive art style, addictive game mechanics! Some problems with the server connection, unfortunately...;Recommended;115;19.1;03-28-2024
nice;Recommended;4;101.8;03-28-2024
topchik;Recommended;7;6.9;03-28-2024
Amazing;Recommended;7;7.4;03-28-2024
crazy and challenging ARPG;Recommended;23;50.3;03-28-2024
Maidenless wretch.;Recommended;17;90.8;03-28-2024
Could this be a review ?;Recommended;19;56.7;03-28-2024
Fun;Recommended;3;138.1;03-28-2024
pretty cool;Recommended;10;167.7;03-28-2024
<3;Recommended;2;81.6;03-28-2024
Great exploration game, impressive art style, addictive game mechanics! Some problems with the server connection, unfortunately...;Recommended;115;19.1;03-28-2024
nice;Recommended;4;101.8;03-28-2024
topchik;Recommended;7;6.9;03-28-2024
Amazing;Recommended;7;7.4;03-28-2024
its really good game butt u should call someone that who know about the game;Recommended;62;10.9;03-28-2024
pretty aweasindnad i liek it;Recommended;24;7.0;03-28-2024
I'm writing this review out of gratitude to FromSoftware and a person called D.Dark Souls type games where never my thing, I never hated them. I just felt them to be too difficult and didn't seethe reward in them.Elden ring was exposure therapy for me, suggested to me by D.I had severe trauma related to failing from my childhood, so I had my doubts about how this would help.However with help from D, the repeated failings/deaths turned into courage to take on bigger bosses.Now after months of hard work I have all the achievements in a game I never thought I would ever playand i'm starting to take on bigger challenges in my life. I'm no longer crippled by my past as long as I am challenging myself.So thank you to D and to FromSoftwareI'm greatfull;Recommended;620;140.0;03-28-2024
Hard game. Good Game.;Recommended;18;31.9;03-28-2024
0/10, couldn't even get past the first bossBlaidd is hot tho;Not Recommended;50;114.7;03-28-2024
good;Recommended;4;103.3;03-28-2024
Ok game. Own it in many platforms.;Recommended;28;47.5;03-28-2024
Great game!;Recommended;10;35.3;03-28-2024
This game is amazing and a wonderful experience to play alone or with a friend. I've only just beaten the first boss and it's already lovely.;Recommended;116;12.9;03-28-2024
Product received for freevideogane;Recommended;31;108.5;03-28-2024
its really good game butt u should call someone that who know about the game;Recommended;62;10.9;03-28-2024
pretty aweasindnad i liek it;Recommended;24;7.0;03-28-2024
I'm writing this review out of gratitude to FromSoftware and a person called D.Dark Souls type games where never my thing, I never hated them. I just felt them to be too difficult and didn't seethe reward in them.Elden ring was exposure therapy for me, suggested to me by D.I had severe trauma related to failing from my childhood, so I had my doubts about how this would help.However with help from D, the repeated failings/deaths turned into courage to take on bigger bosses.Now after months of hard work I have all the achievements in a game I never thought I would ever playand i'm starting to take on bigger challenges in my life. I'm no longer crippled by my past as long as I am challenging myself.So thank you to D and to FromSoftwareI'm greatfull;Recommended;620;140.0;03-28-2024
Hard game. Good Game.;Recommended;18;31.9;03-28-2024
0/10, couldn't even get past the first bossBlaidd is hot tho;Not Recommended;50;114.7;03-28-2024
good;Recommended;4;103.3;03-28-2024
Ok game. Own it in many platforms.;Recommended;28;47.5;03-28-2024
Great game!;Recommended;10;35.3;03-28-2024
This game is amazing and a wonderful experience to play alone or with a friend. I've only just beaten the first boss and it's already lovely.;Recommended;116;12.9;03-28-2024
Product received for freevideogane;Recommended;31;108.5;03-28-2024
very fun;Recommended;7;49.0;03-28-2024
;Not Recommended;0;22.2;03-28-2024
Absolutely love the game. Incredibly well done with lots to do.;Recommended;53;287.6;03-28-2024
cant wait for the DLC;Recommended;17;397.7;03-28-2024
goated on my life;Recommended;14;12.3;03-28-2024
Amazing game!;Recommended;12;8.1;03-28-2024
games goated;Recommended;11;54.6;03-28-2024
good;Recommended;4;54.5;03-28-2024
Yıllardır fromsoftware'in yaptığı demon souls, dark souls, bloodborne, sekiro gibi oyunlar sanki elden ring'i çıkarmak için yapılmış gibi, tüm oyunlardaki her şey ve daha fazlası mevcut;Recommended;160;87.0;03-28-2024
Although i don´t like Soulslike so much i know it´s a masterpiece;Recommended;54;7.7;03-28-2024
very fun;Recommended;7;49.0;03-28-2024
;Not Recommended;0;22.2;03-28-2024
Absolutely love the game. Incredibly well done with lots to do.;Recommended;53;287.6;03-28-2024
cant wait for the DLC;Recommended;17;397.7;03-28-2024
goated on my life;Recommended;14;12.3;03-28-2024
Amazing game!;Recommended;12;8.1;03-28-2024
games goated;Recommended;11;54.6;03-28-2024
good;Recommended;4;54.5;03-28-2024
Yıllardır fromsoftware'in yaptığı demon souls, dark souls, bloodborne, sekiro gibi oyunlar sanki elden ring'i çıkarmak için yapılmış gibi, tüm oyunlardaki her şey ve daha fazlası mevcut;Recommended;160;87.0;03-28-2024
Although i don´t like Soulslike so much i know it´s a masterpiece;Recommended;54;7.7;03-28-2024
Game's pretty good;Recommended;16;1011.3;03-28-2024
press B to roll or just parry :). jokes aside this game is fun as hell;Recommended;55;41.3;03-28-2024
good;Recommended;4;68.5;03-28-2024
How I love thee.Best game, no equal.;Recommended;30;237.0;03-28-2024
I am Malenia. Blade of Miquella. And I have never known defeat.;Recommended;52;70.2;03-28-2024
I ♥♥♥♥♥♥ luvs i' mate;Recommended;17;166.0;03-28-2024
good.;Recommended;5;124.1;03-28-2024
big sword go bonk;Recommended;14;87.8;03-28-2024
good;Recommended;4;181.7;03-28-2024
Fantastic entry by Fromsoft, I've never been let down so far and Elden Ring is truly a modern classic. I liked it so much I even bought a copy for my PC for the DLC in July. It can be extremely difficult but they have many ways to make a boss fight or situation easier. You are missing out on one of the greatest games of all time, just buy it and try it for an hour or so then get a refund if you dont like it (but you will).;Recommended;336;228.2;03-28-2024
Game's pretty good;Recommended;16;1011.3;03-28-2024
press B to roll or just parry :). jokes aside this game is fun as hell;Recommended;55;41.3;03-28-2024
good;Recommended;4;68.5;03-28-2024
How I love thee.Best game, no equal.;Recommended;30;237.0;03-28-2024
I am Malenia. Blade of Miquella. And I have never known defeat.;Recommended;52;70.2;03-28-2024
I ♥♥♥♥♥♥ luvs i' mate;Recommended;17;166.0;03-28-2024
good.;Recommended;5;124.1;03-28-2024
big sword go bonk;Recommended;14;87.8;03-28-2024
good;Recommended;4;181.7;03-28-2024
Fantastic entry by Fromsoft, I've never been let down so far and Elden Ring is truly a modern classic. I liked it so much I even bought a copy for my PC for the DLC in July. It can be extremely difficult but they have many ways to make a boss fight or situation easier. You are missing out on one of the greatest games of all time, just buy it and try it for an hour or so then get a refund if you dont like it (but you will).;Recommended;336;228.2;03-28-2024
"Honestly one of the best games I've ever played. If you haven't played it yet, or are on the fence, buy it; this game is amazing.";Recommended;104;17.8;03-28-2024
I like every thing about this game;Recommended;28;8.7;03-28-2024
The best from software game tilldate;Recommended;31;254.9;03-28-2024
lot of dog;Recommended;8;93.8;03-28-2024
As my first fromsoft game this game is amazing to me especially as my first real open world game.;Recommended;79;298.3;03-28-2024
Very challenging and lot of fun.;Recommended;27;34.6;03-28-2024
Product received for freeamazing game;Recommended;33;104.4;03-28-2024
W game fr;Recommended;7;142.3;03-28-2024
Amazing!;Recommended;8;8.6;03-28-2024
This is the first souls-like game I've played and it's absolutely fantastic, I have a lot more content to discover plus I've only done one ending now but I'm thinking of doing all the endings and discover much more of the world. 10/10 (one of the best games I've ever played);Recommended;225;63.9;03-28-2024
"Honestly one of the best games I've ever played. If you haven't played it yet, or are on the fence, buy it; this game is amazing.";Recommended;104;17.8;03-28-2024
I like every thing about this game;Recommended;28;8.7;03-28-2024
The best from software game tilldate;Recommended;31;254.9;03-28-2024
lot of dog;Recommended;8;93.8;03-28-2024
As my first fromsoft game this game is amazing to me especially as my first real open world game.;Recommended;79;298.3;03-28-2024
Very challenging and lot of fun.;Recommended;27;34.6;03-28-2024
Product received for freeamazing game;Recommended;33;104.4;03-28-2024
W game fr;Recommended;7;142.3;03-28-2024
Amazing!;Recommended;8;8.6;03-28-2024
This is the first souls-like game I've played and it's absolutely fantastic, I have a lot more content to discover plus I've only done one ending now but I'm thinking of doing all the endings and discover much more of the world. 10/10 (one of the best games I've ever played);Recommended;225;63.9;03-28-2024
I mean its fun ig;Recommended;13;6.4;03-28-2024
Its okay I guess;Recommended;13;194.3;03-28-2024
The perfect culmination of everything From Software has been working towards.;Recommended;67;150.7;03-28-2024
이 게임 진짜 맛도이;Recommended;8;9.9;03-28-2024
oh death become my blade once more.game of the century it is...;Recommended;52;400.3;03-28-2024
Uma obra primaO jogo não levou o goty atoa, um mundo aberto extremamente vivo, com muitos objetivos para fazer itens para encontra, uma variedade enorme de armas e build para variar a gameplay, o combate do jogo é maravilhoso, e não tenho nem oque comentar sobre como a Lore desse jogo é incrível e como todas as bossfight são boas e únicas, com efeitos sonoros e uma trilha sonora de bater Palmas de pé, a batalha contra rykard e radaan são um ótimo exemplo disso, um jogo que dificilmente cairá no esquecimento. E de todos os jogos que já joguei com certeza esse é o com o melhor fator replay de todos, você quer muito jogar de novo e de novo. Recomendo para qualquer pessoa, e para quem nunca jogou souls like assim como eu, começe com esse jogo, você vai se encantar sem duvidas, uma obra prima e um dos melhores jogos que já jogueiNota 10/10 sem muito papo!;Recommended;703;74.4;03-28-2024
nice game;Recommended;8;8.4;03-28-2024
gud;Recommended;3;60.6;03-28-2024
I will leave the cat here, so that everybody who passes by can pet it and give it a thumbs up and awards／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;144;6.7;03-28-2024
Product received for freeOverall, probably the most approachable souls game. 9/10, would be a perfect 10 if I didn't have random stutters, freezes or crashes. Multiplayer is also quite jank, but that's just FromSoftware games in a nutshell.You should fight Malenia.Praise, weak foe! Therefore, try rolling!;Recommended;261;188.1;03-28-2024
I mean its fun ig;Recommended;13;6.4;03-28-2024
Its okay I guess;Recommended;13;194.3;03-28-2024
The perfect culmination of everything From Software has been working towards.;Recommended;67;150.7;03-28-2024
이 게임 진짜 맛도이;Recommended;8;9.9;03-28-2024
oh death become my blade once more.game of the century it is...;Recommended;52;400.3;03-28-2024
Uma obra primaO jogo não levou o goty atoa, um mundo aberto extremamente vivo, com muitos objetivos para fazer itens para encontra, uma variedade enorme de armas e build para variar a gameplay, o combate do jogo é maravilhoso, e não tenho nem oque comentar sobre como a Lore desse jogo é incrível e como todas as bossfight são boas e únicas, com efeitos sonoros e uma trilha sonora de bater Palmas de pé, a batalha contra rykard e radaan são um ótimo exemplo disso, um jogo que dificilmente cairá no esquecimento. E de todos os jogos que já joguei com certeza esse é o com o melhor fator replay de todos, você quer muito jogar de novo e de novo. Recomendo para qualquer pessoa, e para quem nunca jogou souls like assim como eu, começe com esse jogo, você vai se encantar sem duvidas, uma obra prima e um dos melhores jogos que já jogueiNota 10/10 sem muito papo!;Recommended;703;74.4;03-28-2024
nice game;Recommended;8;8.4;03-28-2024
gud;Recommended;3;60.6;03-28-2024
I will leave the cat here, so that everybody who passes by can pet it and give it a thumbs up and awards／＞　　フ| 　_　 _ l／` ミ＿xノ/　　　 　 |/　 ヽ　　 ﾉ│　　|　|　|／￣|　　 |　|　|| (￣ヽ＿_ヽ_)__)＼二つ;Recommended;144;6.7;03-28-2024
Product received for freeOverall, probably the most approachable souls game. 9/10, would be a perfect 10 if I didn't have random stutters, freezes or crashes. Multiplayer is also quite jank, but that's just FromSoftware games in a nutshell.You should fight Malenia.Praise, weak foe! Therefore, try rolling!;Recommended;261;188.1;03-28-2024
Legend of Zelda Breath of The Wild meets Dark Souls 3;Recommended;43;72.9;03-28-2024
A great game. Very good atmosphere & high difficulty. One of the best games in the last years.;Recommended;77;258.4;03-28-2024
i need a like,love you all;Recommended;21;224.4;03-28-2024
Took a while to actually get into it, but once I did I had an absolute blast;Recommended;60;84.2;03-28-2024
good;Recommended;4;73.7;03-28-2024
pling pling plong, but open world;Recommended;28;44.5;03-28-2024
Product received for freethis game only for maidenless ppl;Recommended;50;170.2;03-28-2024
goat;Recommended;4;147.0;03-28-2024
DIS GAME GOOOD;Recommended;12;119.7;03-28-2024
Product received for freewhy is everyone so attractive in this game its weird;Recommended;65;17.4;03-28-2024
Legend of Zelda Breath of The Wild meets Dark Souls 3;Recommended;43;72.9;03-28-2024
A great game. Very good atmosphere & high difficulty. One of the best games in the last years.;Recommended;77;258.4;03-28-2024
i need a like,love you all;Recommended;21;224.4;03-28-2024
Took a while to actually get into it, but once I did I had an absolute blast;Recommended;60;84.2;03-28-2024
good;Recommended;4;73.7;03-28-2024
pling pling plong, but open world;Recommended;28;44.5;03-28-2024
Product received for freethis game only for maidenless ppl;Recommended;50;170.2;03-28-2024
goat;Recommended;4;147.0;03-28-2024
DIS GAME GOOOD;Recommended;12;119.7;03-28-2024
Product received for freewhy is everyone so attractive in this game its weird;Recommended;65;17.4;03-28-2024
Onion Ring;Recommended;9;791.4;03-28-2024
All I ever wanted to do was do right thingsI never wanted to be the king;Recommended;57;85.0;03-28-2024
I wasn't sold too hard on playing this soloThe Multiplayer mod made me sold HARD!Loving the game!;Recommended;81;23.7;03-28-2024
Best game of all time. It gets better the more you play it;Recommended;46;11.3;03-28-2024
It's just a game;Recommended;13;1000.0;03-28-2024
Blessings of the Darkmoon;Recommended;22;336.5;03-28-2024
how have i not called this game good until now?;Recommended;38;109.3;03-28-2024
fin;Recommended;3;2.0;03-28-2024
Idk fun ig;Recommended;8;93.5;03-28-2024
Way too hard for no dang reason. No direction in the game, you just wander around with no instruction and no guidance. The controls are weird for some things. I followed a guide to get souped up early and still couldn't fight a little boss without getting one shot but I have to hit him 1,000 times to kill him. It's just not even a little bit enjoyable. There should be difficulty settings, it would be a much more enjoyable game for people like me if I could choose an easy difficulty. Not everyone wants to pay $60 to slam their head against the wall for hours haha;Not Recommended;461;11.9;03-28-2024
Onion Ring;Recommended;9;791.4;03-28-2024
All I ever wanted to do was do right thingsI never wanted to be the king;Recommended;57;85.0;03-28-2024
I wasn't sold too hard on playing this soloThe Multiplayer mod made me sold HARD!Loving the game!;Recommended;81;23.7;03-28-2024
Best game of all time. It gets better the more you play it;Recommended;46;11.3;03-28-2024
It's just a game;Recommended;13;1000.0;03-28-2024
Blessings of the Darkmoon;Recommended;22;336.5;03-28-2024
how have i not called this game good until now?;Recommended;38;109.3;03-28-2024
fin;Recommended;3;2.0;03-28-2024
Idk fun ig;Recommended;8;93.5;03-28-2024
Way too hard for no dang reason. No direction in the game, you just wander around with no instruction and no guidance. The controls are weird for some things. I followed a guide to get souped up early and still couldn't fight a little boss without getting one shot but I have to hit him 1,000 times to kill him. It's just not even a little bit enjoyable. There should be difficulty settings, it would be a much more enjoyable game for people like me if I could choose an easy difficulty. Not everyone wants to pay $60 to slam their head against the wall for hours haha;Not Recommended;461;11.9;03-28-2024
I am Malenia, Blade of Miquella.;Recommended;27;66.3;03-28-2024
This game makes me very depressed;Recommended;28;43.3;03-28-2024
200 hours in and i'm not done yet. please save me;Recommended;39;214.9;03-28-2024
super sigma;Recommended;10;51.9;03-28-2024
Maidenless 10/10;Recommended;15;223.8;03-28-2024
The best;Recommended;7;131.8;03-28-2024
This game will keep you maidenless;Recommended;29;34.3;03-28-2024
Masterpiece--;Recommended;13;32.1;03-28-2024
Blackflame good.;Recommended;15;66.3;03-28-2024
Good Game;Recommended;8;91.7;03-28-2024
I am Malenia, Blade of Miquella.;Recommended;27;66.3;03-28-2024
This game makes me very depressed;Recommended;28;43.3;03-28-2024
200 hours in and i'm not done yet. please save me;Recommended;39;214.9;03-28-2024
super sigma;Recommended;10;51.9;03-28-2024
Maidenless 10/10;Recommended;15;223.8;03-28-2024
The best;Recommended;7;131.8;03-28-2024
This game will keep you maidenless;Recommended;29;34.3;03-28-2024
Masterpiece--;Recommended;13;32.1;03-28-2024
Blackflame good.;Recommended;15;66.3;03-28-2024
Good Game;Recommended;8;91.7;03-28-2024
chris benoit simulator;Recommended;20;94.0;03-28-2024
Good Ring;Recommended;8;22.6;03-28-2024
I had 5 hours 4 days ago. I have 82 and counting. I'm on journey 3. This game fire.;Recommended;65;87.9;03-28-2024
top 5 video games ever made;Recommended;22;308.3;03-28-2024
gg;Recommended;2;41.5;03-28-2024
Probably a good game and worth buying, but I'm waiting for an 80%+ discount because I'm poor;Recommended;76;0.3;03-28-2024
w;Recommended;1;51.2;03-28-2024
goated;Recommended;6;165.0;03-28-2024
Yes!;Recommended;4;246.6;03-28-2024
yes;Recommended;3;385.4;03-28-2024
chris benoit simulator;Recommended;20;94.0;03-28-2024
Good Ring;Recommended;8;22.6;03-28-2024
I had 5 hours 4 days ago. I have 82 and counting. I'm on journey 3. This game fire.;Recommended;65;87.9;03-28-2024
top 5 video games ever made;Recommended;22;308.3;03-28-2024
gg;Recommended;2;41.5;03-28-2024
Probably a good game and worth buying, but I'm waiting for an 80%+ discount because I'm poor;Recommended;76;0.3;03-28-2024
w;Recommended;1;51.2;03-28-2024
goated;Recommended;6;165.0;03-28-2024
Yes!;Recommended;4;246.6;03-28-2024
yes;Recommended;3;385.4;03-28-2024
*beats the game* Returning to your world...*DLC comes out* You are being summoned to another world...;Recommended;86;149.0;03-28-2024
hard and fun its like the first time you have sex she does some crazy ♥♥♥♥ you get scared and fight her off and when you beat that ♥♥♥♥ up you feel amazing at the end enjoy;Recommended;136;92.5;03-28-2024
I haven't finish my playthrough yet, but this is easily one of the best games I have ever played hands down. Very highly recommend for anyone who likes large exploratory worlds and fighting unique and tough enemies.;Recommended;179;29.2;03-28-2024
great game but i wish it had more hollow purples;Recommended;39;33.4;03-27-2024
Injected this game into my veins;Recommended;27;15.4;03-27-2024
me like;Recommended;6;11.9;03-27-2024
best game evah;Recommended;12;97.9;03-27-2024
easiest game to date recommended for beginners;Recommended;40;40.5;03-27-2024
overrated;Not Recommended;9;625.0;03-27-2024
- Absolutely god-tier artwork/art style/art direction and music- Jaw-dropping landscapes and visuals inspire awe at every turn- The combat is challenging and unforgiving, yet incredibly rewarding with plenty of ways to become overpowered and switch to 'easy mode'- Extremely deep and fascinating lore (for those willing to explore it)- A staggering amount of content - it just almost never stops giving- Pay once and enjoy a full-fledged game and much more- Very good replay value- Absolutely worth much more than you pay for it- 101/10 recommended;Recommended;463;276.5;03-27-2024
*beats the game* Returning to your world...*DLC comes out* You are being summoned to another world...;Recommended;86;149.0;03-28-2024
hard and fun its like the first time you have sex she does some crazy ♥♥♥♥ you get scared and fight her off and when you beat that ♥♥♥♥ up you feel amazing at the end enjoy;Recommended;136;92.5;03-28-2024
I haven't finish my playthrough yet, but this is easily one of the best games I have ever played hands down. Very highly recommend for anyone who likes large exploratory worlds and fighting unique and tough enemies.;Recommended;179;29.2;03-28-2024
great game but i wish it had more hollow purples;Recommended;39;33.4;03-27-2024
Injected this game into my veins;Recommended;27;15.4;03-27-2024
me like;Recommended;6;11.9;03-27-2024
best game evah;Recommended;12;97.9;03-27-2024
easiest game to date recommended for beginners;Recommended;40;40.5;03-27-2024
overrated;Not Recommended;9;625.0;03-27-2024
- Absolutely god-tier artwork/art style/art direction and music- Jaw-dropping landscapes and visuals inspire awe at every turn- The combat is challenging and unforgiving, yet incredibly rewarding with plenty of ways to become overpowered and switch to 'easy mode'- Extremely deep and fascinating lore (for those willing to explore it)- A staggering amount of content - it just almost never stops giving- Pay once and enjoy a full-fledged game and much more- Very good replay value- Absolutely worth much more than you pay for it- 101/10 recommended;Recommended;463;276.5;03-27-2024
Hi, please take my positive Review, thanks!Second play-through in a couple months, when the new DLC is out.Being an Elden Ring fan is good eating.;Recommended;122;169.7;03-27-2024
as good as shrek 2;Recommended;14;217.7;03-27-2024
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠈⣿⣿⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⢸⣿⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄;Recommended;740;92.8;03-27-2024
hit it till it dies;Recommended;15;108.5;03-27-2024
Its dark souls, but with walking to the store energy;Recommended;43;212.0;03-27-2024
Malenia mmmmmmmmmmmmmmmmmmhmmmmmmmmmmmmhmhhmhmhmhmh;Recommended;50;37.4;03-27-2024
Marika's Nintendog dies in the Cookie that Crumbles. That's canon, it's in the lore.;Recommended;71;156.6;03-27-2024
Simply masterpiece;Recommended;17;28.6;03-27-2024
This isn't Wizard101;Recommended;18;35.9;03-27-2024
No game will ever beat the experience of force spawning invaders into a ravine in limgrave while you're 100 ft above them and watching them run for 5 whole minutes just to reach you. all the while firing Renala's Full Moon at them like its some tower defense mode. literal 10/10 game and something i'll never see the like of again in my life time;Recommended;282;382.2;03-27-2024
Hi, please take my positive Review, thanks!Second play-through in a couple months, when the new DLC is out.Being an Elden Ring fan is good eating.;Recommended;122;169.7;03-27-2024
as good as shrek 2;Recommended;14;217.7;03-27-2024
